Nom compagnie de validation;Tarif Pay�;MOIS;ANNEE;O&D paires d'a�roports
AIR FRANCE;497,29;5;2016;BOD - ORY
AIR FRANCE;497,29;5;2016;BOD - ORY
AIR FRANCE;497,29;5;2016;BOD - ORY
AIR FRANCE;497,29;5;2016;BOD - ORY
AIR FRANCE;497,29;5;2016;BOD - ORY
AIR FRANCE;497,29;5;2016;BOD - ORY
AIR FRANCE;497,29;5;2016;BOD - ORY
AIR FRANCE;497,29;5;2016;BOD - ORY
AIR FRANCE;497,29;5;2016;BOD - ORY
AIR FRANCE;497,29;5;2016;BOD - ORY
AIR FRANCE;497,29;5;2016;BOD - ORY
AIR FRANCE;497,29;5;2016;BOD - ORY
AIR FRANCE;497,29;5;2016;BOD - ORY
AIR FRANCE;497,29;5;2016;BOD - ORY
AIR FRANCE;497,29;5;2016;BOD - ORY
AIR FRANCE;497,29;5;2016;BOD - ORY
AIR FRANCE;497,29;5;2016;BOD - ORY
AIR FRANCE;497,29;5;2016;BOD - ORY
AIR FRANCE;497,29;5;2016;BOD - ORY
AIR FRANCE;497,29;5;2016;BOD - ORY
AIR FRANCE;497,29;5;2016;BOD - ORY
AIR FRANCE;497,29;6;2016;BOD - ORY
AIR FRANCE;497,29;5;2016;BOD - ORY
AIR FRANCE;497,29;6;2016;BOD - ORY
AIR FRANCE;497,29;6;2016;BOD - ORY
AIR FRANCE;497,29;6;2016;BOD - ORY
AIR FRANCE;497,29;6;2016;BOD - ORY
AIR FRANCE;497,29;6;2016;BOD - ORY
AIR FRANCE;497,29;6;2016;BOD - ORY
AIR FRANCE;497,29;6;2016;BOD - ORY
AIR FRANCE;497,29;6;2016;BOD - ORY
AIR FRANCE;497,29;6;2016;BOD - ORY
AIR FRANCE;497,29;6;2016;BOD - ORY
AIR FRANCE;497,29;6;2016;BOD - ORY
AIR FRANCE;497,29;6;2016;BOD - ORY
AIR FRANCE;497,29;6;2016;BOD - ORY
AIR FRANCE;497,29;6;2016;BOD - ORY
AIR FRANCE;497,29;6;2016;BOD - ORY
AIR FRANCE;497,29;6;2016;BOD - ORY
AIR FRANCE;497,29;6;2016;BOD - ORY
AIR FRANCE;497,29;6;2016;BOD - ORY
AIR FRANCE;497,29;6;2016;BOD - ORY
AIR FRANCE;497,29;6;2016;BOD - ORY
AIR FRANCE;497,29;6;2016;BOD - ORY
AIR FRANCE;497,29;6;2016;BOD - ORY
AIR FRANCE;497,29;7;2016;BOD - ORY
AIR FRANCE;497,29;7;2016;BOD - ORY
AIR FRANCE;497,29;7;2016;BOD - ORY
AIR FRANCE;497,29;7;2016;BOD - ORY
AIR FRANCE;497,29;6;2016;BOD - ORY
AIR FRANCE;497,29;6;2016;BOD - ORY
AIR FRANCE;497,29;7;2016;BOD - ORY
AIR FRANCE;497,29;7;2016;BOD - ORY
AIR FRANCE;497,29;7;2016;BOD - ORY
AIR FRANCE;497,29;7;2016;BOD - ORY
AIR FRANCE;497,29;7;2016;BOD - ORY
AIR FRANCE;497,29;8;2016;BOD - ORY
AIR FRANCE;497,29;8;2016;BOD - ORY
AIR FRANCE;497,29;8;2016;BOD - ORY
AIR FRANCE;497,29;8;2016;BOD - ORY
AIR FRANCE;497,29;8;2016;BOD - ORY
AIR FRANCE;497,29;9;2016;BOD - ORY
AIR FRANCE;497,29;9;2016;BOD - ORY
AIR FRANCE;497,29;9;2016;BOD - ORY
AIR FRANCE;497,29;9;2016;BOD - ORY
AIR FRANCE;497,29;9;2016;BOD - ORY
AIR FRANCE;497,29;9;2016;BOD - ORY
AIR FRANCE;497,29;9;2016;BOD - ORY
AIR FRANCE;497,29;9;2016;BOD - ORY
AIR FRANCE;497,29;9;2016;BOD - ORY
AIR FRANCE;497,29;9;2016;BOD - ORY
AIR FRANCE;497,29;9;2016;BOD - ORY
AIR FRANCE;497,29;9;2016;BOD - ORY
AIR FRANCE;497,29;9;2016;BOD - ORY
AIR FRANCE;497,29;9;2016;BOD - ORY
AIR FRANCE;497,29;9;2016;BOD - ORY
AIR FRANCE;497,29;9;2016;BOD - ORY
AIR FRANCE;497,29;9;2016;BOD - ORY
AIR FRANCE;497,29;9;2016;BOD - ORY
AIR FRANCE;497,29;9;2016;BOD - ORY
AIR FRANCE;497,29;9;2016;BOD - ORY
AIR FRANCE;497,29;9;2016;BOD - ORY
AIR FRANCE;497,29;9;2016;BOD - ORY
AIR FRANCE;497,29;9;2016;BOD - ORY
AIR FRANCE;497,29;9;2016;BOD - ORY
AIR FRANCE;497,29;9;2016;BOD - ORY
AIR FRANCE;497,29;9;2016;BOD - ORY
AIR FRANCE;497,29;9;2016;BOD - ORY
AIR FRANCE;497,29;9;2016;BOD - ORY
AIR FRANCE;497,29;9;2016;BOD - ORY
AIR FRANCE;497,29;9;2016;BOD - ORY
AIR FRANCE;497,29;9;2016;BOD - ORY
AIR FRANCE;497,29;9;2016;BOD - ORY
AIR FRANCE;497,29;9;2016;BOD - ORY
AIR FRANCE;497,29;10;2016;BOD - ORY
AIR FRANCE;497,29;10;2016;BOD - ORY
AIR FRANCE;497,29;10;2016;BOD - ORY
AIR FRANCE;497,29;9;2016;BOD - ORY
AIR FRANCE;497,29;10;2016;BOD - ORY
AIR FRANCE;497,29;9;2016;BOD - ORY
AIR FRANCE;497,29;10;2016;BOD - ORY
AIR FRANCE;497,29;9;2016;BOD - ORY
AIR FRANCE;497,29;10;2016;BOD - ORY
AIR FRANCE;497,29;10;2016;BOD - ORY
AIR FRANCE;497,29;10;2016;BOD - ORY
AIR FRANCE;497,29;10;2016;BOD - ORY
AIR FRANCE;497,29;10;2016;BOD - ORY
AIR FRANCE;497,29;10;2016;BOD - ORY
AIR FRANCE;497,29;10;2016;BOD - ORY
AIR FRANCE;497,29;10;2016;BOD - ORY
AIR FRANCE;497,29;10;2016;BOD - ORY
AIR FRANCE;497,29;10;2016;BOD - ORY
AIR FRANCE;497,29;10;2016;BOD - ORY
AIR FRANCE;497,29;10;2016;BOD - ORY
AIR FRANCE;497,29;10;2016;BOD - ORY
AIR FRANCE;497,29;10;2016;BOD - ORY
AIR FRANCE;497,29;10;2016;BOD - ORY
AIR FRANCE;497,29;10;2016;BOD - ORY
AIR FRANCE;497,29;10;2016;BOD - ORY
AIR FRANCE;497,29;10;2016;BOD - ORY
AIR FRANCE;497,29;11;2016;BOD - ORY
AIR FRANCE;497,29;11;2016;BOD - ORY
AIR FRANCE;497,29;11;2016;BOD - ORY
AIR FRANCE;497,29;11;2016;BOD - ORY
AIR FRANCE;497,29;11;2016;BOD - ORY
AIR FRANCE;497,29;11;2016;BOD - ORY
AIR FRANCE;497,29;11;2016;BOD - ORY
AIR FRANCE;497,29;11;2016;BOD - ORY
AIR FRANCE;497,29;11;2016;BOD - ORY
AIR FRANCE;497,29;11;2016;BOD - ORY
AIR FRANCE;497,29;11;2016;BOD - ORY
AIR FRANCE;497,29;11;2016;BOD - ORY
AIR FRANCE;497,29;11;2016;BOD - ORY
AIR FRANCE;497,29;11;2016;BOD - ORY
AIR FRANCE;497,29;11;2016;BOD - ORY
AIR FRANCE;497,29;11;2016;BOD - ORY
AIR FRANCE;497,29;11;2016;BOD - ORY
AIR FRANCE;497,29;11;2016;BOD - ORY
AIR FRANCE;497,29;11;2016;BOD - ORY
AIR FRANCE;497,29;11;2016;BOD - ORY
AIR FRANCE;497,29;11;2016;BOD - ORY
AIR FRANCE;497,29;11;2016;BOD - ORY
AIR FRANCE;497,29;11;2016;BOD - ORY
AIR FRANCE;497,29;12;2016;BOD - ORY
AIR FRANCE;497,29;12;2016;BOD - ORY
AIR FRANCE;497,29;12;2016;BOD - ORY
AIR FRANCE;497,29;12;2016;BOD - ORY
AIR FRANCE;497,29;12;2016;BOD - ORY
AIR FRANCE;497,29;12;2016;BOD - ORY
AIR FRANCE;497,29;12;2016;BOD - ORY
AIR FRANCE;497,29;12;2016;BOD - ORY
AIR FRANCE;497,29;12;2016;BOD - ORY
AIR FRANCE;497,29;12;2016;BOD - ORY
AIR FRANCE;497,29;12;2016;BOD - ORY
AIR FRANCE;497,29;12;2016;BOD - ORY
AIR FRANCE;497,29;12;2016;BOD - ORY
AIR FRANCE;497,29;12;2016;BOD - ORY
AIR FRANCE;497,29;12;2016;BOD - ORY
AIR FRANCE;497,29;12;2016;BOD - ORY
AIR FRANCE;497,29;12;2016;BOD - ORY
AIR FRANCE;497,29;12;2016;BOD - ORY
AIR FRANCE;497,29;12;2016;BOD - ORY
AIR FRANCE;497,29;12;2016;BOD - ORY
AIR FRANCE;497,29;12;2016;BOD - ORY
AIR FRANCE;497,29;12;2016;BOD - ORY
AIR FRANCE;497,29;1;2017;BOD - ORY
AIR FRANCE;497,29;1;2017;BOD - ORY
AIR FRANCE;497,29;1;2017;BOD - ORY
AIR FRANCE;497,29;1;2017;BOD - ORY
AIR FRANCE;497,29;1;2017;BOD - ORY
AIR FRANCE;497,29;1;2017;BOD - ORY
AIR FRANCE;497,29;1;2017;BOD - ORY
AIR FRANCE;497,29;1;2017;BOD - ORY
AIR FRANCE;497,29;1;2017;BOD - ORY
AIR FRANCE;497,29;1;2017;BOD - ORY
AIR FRANCE;497,29;1;2017;BOD - ORY
AIR FRANCE;497,29;1;2017;BOD - ORY
AIR FRANCE;497,29;1;2017;BOD - ORY
AIR FRANCE;497,29;1;2017;BOD - ORY
AIR FRANCE;497,29;1;2017;BOD - ORY
AIR FRANCE;497,29;1;2017;BOD - ORY
AIR FRANCE;497,29;1;2017;BOD - ORY
AIR FRANCE;497,29;1;2017;BOD - ORY
AIR FRANCE;497,29;1;2017;BOD - ORY
AIR FRANCE;497,29;1;2017;BOD - ORY
AIR FRANCE;497,29;1;2017;BOD - ORY
AIR FRANCE;497,29;1;2017;BOD - ORY
AIR FRANCE;497,29;1;2017;BOD - ORY
AIR FRANCE;497,29;1;2017;BOD - ORY
AIR FRANCE;497,29;1;2017;BOD - ORY
AIR FRANCE;497,29;1;2017;BOD - ORY
AIR FRANCE;497,29;1;2017;BOD - ORY
AIR FRANCE;497,29;1;2017;BOD - ORY
AIR FRANCE;497,29;1;2017;BOD - ORY
AIR FRANCE;497,29;1;2017;BOD - ORY
AIR FRANCE;497,29;1;2017;BOD - ORY
AIR FRANCE;497,29;1;2017;BOD - ORY
AIR FRANCE;497,29;1;2017;BOD - ORY
AIR FRANCE;497,29;1;2017;BOD - ORY
AIR FRANCE;497,29;1;2017;BOD - ORY
AIR FRANCE;497,29;1;2017;BOD - ORY
AIR FRANCE;497,29;2;2017;BOD - ORY
AIR FRANCE;497,29;2;2017;BOD - ORY
AIR FRANCE;497,29;3;2017;BOD - ORY
AIR FRANCE;497,29;3;2017;BOD - ORY
AIR FRANCE;497,29;3;2017;BOD - ORY
AIR FRANCE;497,29;3;2017;BOD - ORY
AIR FRANCE;497,29;3;2017;BOD - ORY
AIR FRANCE;497,29;3;2017;BOD - ORY
AIR FRANCE;497,29;3;2017;BOD - ORY
AIR FRANCE;497,29;3;2017;BOD - ORY
AIR FRANCE;497,29;3;2017;BOD - ORY
AIR FRANCE;497,29;3;2017;BOD - ORY
AIR FRANCE;497,29;3;2017;BOD - ORY
AIR FRANCE;497,29;3;2017;BOD - ORY
AIR FRANCE;497,29;3;2017;BOD - ORY
AIR FRANCE;497,29;3;2017;BOD - ORY
AIR FRANCE;497,29;3;2017;BOD - ORY
AIR FRANCE;497,29;3;2017;BOD - ORY
AIR FRANCE;497,29;3;2017;BOD - ORY
AIR FRANCE;497,29;3;2017;BOD - ORY
AIR FRANCE;497,31;2;2017;BOD - BRU
AIR FRANCE;497,36;4;2016;ORY - PTP
AIR FRANCE;497,36;5;2017;MRS - NTE
AIR FRANCE;497,36;9;2017;ORY - PTP
AIR FRANCE;497,36;9;2017;ORY - PTP
AIR FRANCE;497,43;6;2016;BCN - CDG
AIR FRANCE;497,47;11;2016;LYS - NTE
AIR FRANCE;497,63;1;2017;AMS - CDG
AIR FRANCE;497,72;6;2017;CDG - MPL
AIR FRANCE;497,76;4;2017;MRS - ORY
AIR FRANCE;497,76;4;2017;MRS - ORY
AIR FRANCE;497,76;4;2017;MRS - ORY
AIR FRANCE;497,76;4;2017;MRS - ORY
AIR FRANCE;497,76;5;2017;MRS - ORY
AIR FRANCE;497,76;5;2017;MRS - ORY
AIR FRANCE;497,76;5;2017;MRS - ORY
AIR FRANCE;497,76;5;2017;MRS - ORY
AIR FRANCE;497,76;5;2017;CDG - MRS
AIR FRANCE;497,76;5;2017;MRS - ORY
AIR FRANCE;497,76;5;2017;MRS - ORY
AIR FRANCE;497,76;5;2017;MRS - ORY
AIR FRANCE;497,76;5;2017;MRS - ORY
AIR FRANCE;497,76;5;2017;MRS - ORY
AIR FRANCE;497,76;5;2017;MRS - ORY
AIR FRANCE;497,76;6;2017;MRS - ORY
AIR FRANCE;497,76;6;2017;MRS - ORY
AIR FRANCE;497,76;6;2017;MRS - ORY
AIR FRANCE;497,76;6;2017;MRS - ORY
AIR FRANCE;497,76;6;2017;MRS - ORY
AIR FRANCE;497,76;6;2017;MRS - ORY
AIR FRANCE;497,76;6;2017;MRS - ORY
AIR FRANCE;497,76;6;2017;MRS - ORY
AIR FRANCE;497,76;6;2017;MRS - ORY
AIR FRANCE;497,76;6;2017;MRS - ORY
AIR FRANCE;497,76;6;2017;MRS - ORY
AIR FRANCE;497,76;7;2017;MRS - ORY
AIR FRANCE;497,76;7;2017;MRS - ORY
AIR FRANCE;497,76;8;2017;MRS - ORY
AIR FRANCE;497,76;8;2017;MRS - ORY
AIR FRANCE;497,76;8;2017;MRS - ORY
AIR FRANCE;497,76;9;2017;MRS - ORY
AIR FRANCE;497,76;9;2017;MRS - ORY
AIR FRANCE;497,76;9;2017;MRS - ORY
AIR FRANCE;497,76;9;2017;MRS - ORY
AIR FRANCE;497,76;9;2017;MRS - ORY
AIR FRANCE;497,76;9;2017;MRS - ORY
AIR FRANCE;497,76;9;2017;MRS - ORY
AIR FRANCE;497,76;9;2017;MRS - ORY
AIR FRANCE;497,76;9;2017;MRS - ORY
AIR FRANCE;497,76;9;2017;MRS - ORY
AIR FRANCE;497,76;10;2017;MRS - ORY
AIR FRANCE;497,76;10;2017;MRS - ORY
AIR FRANCE;497,76;10;2017;MRS - ORY
AIR FRANCE;497,76;10;2017;MRS - ORY
AIR FRANCE;497,76;10;2017;MRS - ORY
AIR FRANCE;497,76;10;2017;MRS - ORY
AIR FRANCE;497,76;11;2017;MRS - ORY
AIR FRANCE;497,76;11;2017;MRS - ORY
AIR FRANCE;497,76;12;2017;MRS - ORY
AIR FRANCE;497,76;12;2017;MRS - ORY
AIR FRANCE;497,76;12;2017;MRS - ORY
AIR FRANCE;497,76;1;2018;MRS - ORY
AIR FRANCE;497,76;1;2018;MRS - ORY
AIR FRANCE;497,76;1;2018;MRS - ORY
AIR FRANCE;497,76;1;2018;MRS - ORY
AIR FRANCE;497,76;1;2018;MRS - ORY
AIR FRANCE;497,76;1;2018;MRS - ORY
AIR FRANCE;497,76;1;2018;MRS - ORY
AIR FRANCE;497,76;1;2018;MRS - ORY
AIR FRANCE;497,76;1;2018;MRS - ORY
AIR FRANCE;497,76;2;2018;MRS - ORY
AIR FRANCE;497,76;2;2018;MRS - ORY
AIR FRANCE;497,78;10;2017;ARN - CDG
AIR FRANCE;497,96;11;2017;CDG - DUS
AIR FRANCE;498,02;6;2016;CDG - MAN
AIR FRANCE;498,04;3;2016;MRS - ORY
AIR FRANCE;498,04;3;2016;MRS - ORY
AIR FRANCE;498,04;4;2016;MRS - ORY
AIR FRANCE;498,04;4;2016;MRS - ORY
AIR FRANCE;498,04;4;2016;MRS - ORY
AIR FRANCE;498,04;4;2016;MRS - ORY
AIR FRANCE;498,04;4;2016;MRS - ORY
AIR FRANCE;498,04;5;2016;MRS - ORY
AIR FRANCE;498,04;5;2016;MRS - ORY
AIR FRANCE;498,04;5;2016;MRS - ORY
AIR FRANCE;498,04;5;2016;MRS - ORY
AIR FRANCE;498,04;5;2016;MRS - ORY
AIR FRANCE;498,04;5;2016;MRS - ORY
AIR FRANCE;498,04;5;2016;MRS - ORY
AIR FRANCE;498,04;5;2016;MRS - ORY
AIR FRANCE;498,04;5;2016;MRS - ORY
AIR FRANCE;498,04;5;2016;MRS - ORY
AIR FRANCE;498,04;5;2016;MRS - ORY
AIR FRANCE;498,04;5;2016;MRS - ORY
AIR FRANCE;498,04;5;2016;MRS - ORY
AIR FRANCE;498,04;5;2016;MRS - ORY
AIR FRANCE;498,04;6;2016;MRS - ORY
AIR FRANCE;498,04;6;2016;MRS - ORY
AIR FRANCE;498,04;6;2016;MRS - ORY
AIR FRANCE;498,04;6;2016;MRS - ORY
AIR FRANCE;498,04;6;2016;MRS - ORY
AIR FRANCE;498,04;6;2016;MRS - ORY
AIR FRANCE;498,04;6;2016;MRS - ORY
AIR FRANCE;498,04;6;2016;MRS - ORY
AIR FRANCE;498,04;6;2016;MRS - ORY
AIR FRANCE;498,04;6;2016;MRS - ORY
AIR FRANCE;498,04;7;2016;MRS - ORY
AIR FRANCE;498,04;7;2016;MRS - ORY
AIR FRANCE;498,04;7;2016;MRS - ORY
AIR FRANCE;498,04;7;2016;MRS - ORY
AIR FRANCE;498,04;7;2016;MRS - ORY
AIR FRANCE;498,04;8;2016;MRS - ORY
AIR FRANCE;498,04;8;2016;MRS - ORY
AIR FRANCE;498,04;8;2016;MRS - ORY
AIR FRANCE;498,04;9;2016;MRS - ORY
AIR FRANCE;498,04;9;2016;MRS - ORY
AIR FRANCE;498,04;9;2016;MRS - ORY
AIR FRANCE;498,04;9;2016;CDG - MRS
AIR FRANCE;498,04;9;2016;MRS - ORY
AIR FRANCE;498,04;9;2016;MRS - ORY
AIR FRANCE;498,04;9;2016;MRS - ORY
AIR FRANCE;498,04;9;2016;MRS - ORY
AIR FRANCE;498,04;9;2016;MRS - ORY
AIR FRANCE;498,04;9;2016;MRS - ORY
AIR FRANCE;498,04;9;2016;MRS - ORY
AIR FRANCE;498,04;9;2016;MRS - ORY
AIR FRANCE;498,04;9;2016;MRS - ORY
AIR FRANCE;498,04;10;2016;MRS - ORY
AIR FRANCE;498,04;10;2016;MRS - ORY
AIR FRANCE;498,04;10;2016;MRS - ORY
AIR FRANCE;498,04;10;2016;MRS - ORY
AIR FRANCE;498,04;11;2016;MRS - ORY
AIR FRANCE;498,04;11;2016;MRS - ORY
AIR FRANCE;498,04;11;2016;MRS - ORY
AIR FRANCE;498,04;11;2016;MRS - ORY
AIR FRANCE;498,04;11;2016;MRS - ORY
AIR FRANCE;498,04;11;2016;MRS - ORY
AIR FRANCE;498,04;12;2016;MRS - ORY
AIR FRANCE;498,04;12;2016;MRS - ORY
AIR FRANCE;498,04;12;2016;MRS - ORY
AIR FRANCE;498,04;12;2016;MRS - ORY
AIR FRANCE;498,04;12;2016;MRS - ORY
AIR FRANCE;498,04;12;2016;MRS - ORY
AIR FRANCE;498,04;1;2017;MRS - ORY
AIR FRANCE;498,04;1;2017;MRS - ORY
AIR FRANCE;498,04;1;2017;MRS - ORY
AIR FRANCE;498,04;1;2017;MRS - ORY
AIR FRANCE;498,04;1;2017;MRS - ORY
AIR FRANCE;498,04;1;2017;MRS - ORY
AIR FRANCE;498,04;1;2017;MRS - ORY
AIR FRANCE;498,04;1;2017;MRS - ORY
AIR FRANCE;498,04;2;2017;MRS - ORY
AIR FRANCE;498,04;3;2017;MRS - ORY
AIR FRANCE;498,04;3;2017;MRS - ORY
AIR FRANCE;498,04;3;2017;MRS - ORY
AIR FRANCE;498,04;3;2017;MRS - ORY
AIR FRANCE;498,09;1;2018;CDG - GVA
AIR FRANCE;498,09;1;2018;CDG - GVA
AIR FRANCE;498,1;2;2018;CDG - CTA
AIR FRANCE;498,16;12;2017;LYS - RNS
AIR FRANCE;498,16;2;2018;LYS - RNS
AIR FRANCE;498,25;1;2017;NCE - RNS
AIR FRANCE;498,27;4;2017;BOD - CDG
AIR FRANCE;498,27;4;2017;BOD - CDG
AIR FRANCE;498,27;4;2017;BOD - CDG
AIR FRANCE;498,27;4;2017;BOD - CDG
AIR FRANCE;498,27;5;2017;BOD - CDG
AIR FRANCE;498,27;5;2017;BOD - CDG
AIR FRANCE;498,27;5;2017;BOD - CDG
AIR FRANCE;498,27;5;2017;BOD - CDG
AIR FRANCE;498,27;5;2017;BOD - CDG
AIR FRANCE;498,27;5;2017;BOD - CDG
AIR FRANCE;498,27;5;2017;BOD - CDG
AIR FRANCE;498,27;5;2017;BOD - CDG
AIR FRANCE;498,27;5;2017;BOD - CDG
AIR FRANCE;498,27;6;2017;BOD - CDG
AIR FRANCE;498,27;6;2017;BOD - CDG
AIR FRANCE;498,27;6;2017;BOD - CDG
AIR FRANCE;498,27;6;2017;BOD - CDG
AIR FRANCE;498,27;6;2017;BOD - CDG
AIR FRANCE;498,27;6;2017;BOD - CDG
AIR FRANCE;498,27;6;2017;BOD - CDG
AIR FRANCE;498,27;9;2017;BOD - CDG
AIR FRANCE;498,27;9;2017;BOD - CDG
AIR FRANCE;498,29;3;2016;BCN - CDG
AIR FRANCE;498,35;9;2016;CPH - MRS
AIR FRANCE;498,35;2;2017;CDG - GVA
AIR FRANCE;498,41;3;2016;BOD - ORY
AIR FRANCE;498,41;3;2016;BOD - ORY
AIR FRANCE;498,41;3;2016;BOD - ORY
AIR FRANCE;498,41;3;2016;BOD - ORY
AIR FRANCE;498,41;3;2016;BOD - ORY
AIR FRANCE;498,41;3;2016;BOD - ORY
AIR FRANCE;498,41;3;2016;BOD - ORY
AIR FRANCE;498,41;3;2016;BOD - ORY
AIR FRANCE;498,41;3;2016;BOD - ORY
AIR FRANCE;498,41;3;2016;BOD - ORY
AIR FRANCE;498,41;3;2016;BOD - ORY
AIR FRANCE;498,41;3;2016;BOD - ORY
AIR FRANCE;498,41;3;2016;BOD - ORY
AIR FRANCE;498,41;3;2016;BOD - ORY
AIR FRANCE;498,41;3;2016;BOD - ORY
AIR FRANCE;498,41;3;2016;BOD - ORY
AIR FRANCE;498,41;3;2016;BOD - ORY
AIR FRANCE;498,41;3;2016;BOD - ORY
AIR FRANCE;498,41;3;2016;BOD - ORY
AIR FRANCE;498,41;3;2016;BOD - ORY
AIR FRANCE;498,41;3;2016;BOD - ORY
AIR FRANCE;498,41;3;2016;BOD - ORY
AIR FRANCE;498,41;3;2016;BOD - ORY
AIR FRANCE;498,41;3;2016;BOD - ORY
AIR FRANCE;498,41;3;2016;BOD - ORY
AIR FRANCE;498,41;3;2016;BOD - ORY
AIR FRANCE;498,41;3;2016;BOD - ORY
AIR FRANCE;498,41;3;2016;BOD - ORY
AIR FRANCE;498,41;3;2016;BOD - ORY
AIR FRANCE;498,41;3;2016;BOD - ORY
AIR FRANCE;498,41;3;2016;BOD - ORY
AIR FRANCE;498,41;3;2016;BOD - ORY
AIR FRANCE;498,41;3;2016;BOD - ORY
AIR FRANCE;498,41;3;2016;BOD - ORY
AIR FRANCE;498,41;3;2016;BOD - ORY
AIR FRANCE;498,41;3;2016;BOD - ORY
AIR FRANCE;498,41;3;2016;BOD - ORY
AIR FRANCE;498,41;3;2016;BOD - ORY
AIR FRANCE;498,41;3;2016;BOD - ORY
AIR FRANCE;498,41;3;2016;BOD - ORY
AIR FRANCE;498,41;3;2016;BOD - ORY
AIR FRANCE;498,41;3;2016;BOD - ORY
AIR FRANCE;498,41;3;2016;BOD - ORY
AIR FRANCE;498,41;3;2016;BOD - ORY
AIR FRANCE;498,41;3;2016;BOD - ORY
AIR FRANCE;498,41;3;2016;BOD - ORY
AIR FRANCE;498,41;3;2016;BOD - ORY
AIR FRANCE;498,41;3;2016;BOD - ORY
AIR FRANCE;498,41;3;2016;BOD - ORY
AIR FRANCE;498,43;4;2016;BCN - CDG
AIR FRANCE;498,43;5;2016;BCN - CDG
AIR FRANCE;498,43;9;2016;BCN - CDG
AIR FRANCE;498,43;9;2016;BCN - CDG
AIR FRANCE;498,43;9;2016;BCN - CDG
AIR FRANCE;498,43;10;2016;BCN - CDG
AIR FRANCE;498,43;11;2016;BCN - CDG
AIR FRANCE;498,48;10;2016;RNS - TLS
AIR FRANCE;498,48;10;2016;RNS - TLS
AIR FRANCE;498,53;10;2016;AMS - CDG
AIR FRANCE;498,59;10;2017;BIQ - MRS
AIR FRANCE;498,62;2;2018;MRS - RNS
AIR FRANCE;498,65;3;2016;BOD - CDG
AIR FRANCE;498,65;3;2016;BOD - CDG
AIR FRANCE;498,65;4;2016;BOD - CDG
AIR FRANCE;498,65;4;2016;BOD - CDG
AIR FRANCE;498,65;4;2016;BOD - CDG
AIR FRANCE;498,65;5;2016;BOD - CDG
AIR FRANCE;498,65;6;2016;BOD - CDG
AIR FRANCE;498,65;6;2016;BOD - CDG
AIR FRANCE;498,65;6;2016;BOD - CDG
AIR FRANCE;498,65;6;2016;BOD - CDG
AIR FRANCE;498,65;6;2016;BOD - CDG
AIR FRANCE;498,65;7;2016;BOD - CDG
AIR FRANCE;498,65;7;2016;BOD - CDG
AIR FRANCE;498,65;9;2016;BOD - CDG
AIR FRANCE;498,65;9;2016;BOD - CDG
AIR FRANCE;498,65;9;2016;BOD - CDG
AIR FRANCE;498,65;9;2016;BOD - CDG
AIR FRANCE;498,65;9;2016;BOD - CDG
AIR FRANCE;498,65;9;2016;BOD - CDG
AIR FRANCE;498,65;11;2016;BOD - CDG
AIR FRANCE;498,65;11;2016;BOD - CDG
AIR FRANCE;498,65;11;2016;BOD - CDG
AIR FRANCE;498,65;11;2016;BOD - CDG
AIR FRANCE;498,65;11;2016;BOD - CDG
AIR FRANCE;498,65;12;2016;BOD - CDG
AIR FRANCE;498,65;1;2017;BOD - CDG
AIR FRANCE;498,65;1;2017;BOD - CDG
AIR FRANCE;498,65;1;2017;BOD - CDG
AIR FRANCE;498,65;1;2017;BOD - CDG
AIR FRANCE;498,65;1;2017;BOD - CDG
AIR FRANCE;498,65;1;2017;BOD - CDG
AIR FRANCE;498,65;1;2017;BOD - CDG
AIR FRANCE;498,65;1;2017;BOD - CDG
AIR FRANCE;498,65;1;2017;BOD - CDG
AIR FRANCE;498,65;1;2017;BOD - CDG
AIR FRANCE;498,65;1;2017;BOD - CDG
AIR FRANCE;498,65;1;2017;BOD - CDG
AIR FRANCE;498,65;1;2017;BOD - CDG
AIR FRANCE;498,65;2;2017;BOD - CDG
AIR FRANCE;498,65;2;2017;BOD - CDG
AIR FRANCE;498,65;2;2017;BOD - CDG
AIR FRANCE;498,65;3;2017;BOD - CDG
AIR FRANCE;498,65;3;2017;BOD - CDG
AIR FRANCE;498,65;3;2017;BOD - CDG
AIR FRANCE;498,69;5;2016;CDG - RBA
AIR FRANCE;498,69;5;2016;CDG - RBA
AIR FRANCE;498,73;3;2017;ORY - TLS
EMIRATES;498,74;7;2016;CDG - LUN
AIR FRANCE;498,76;2;2017;ORY - TLS
AIR FRANCE;498,76;2;2017;ORY - TLS
AIR FRANCE;498,76;2;2017;ORY - TLS
AIR FRANCE;498,76;2;2017;ORY - TLS
AIR FRANCE;498,76;2;2017;ORY - TLS
AIR FRANCE;498,76;2;2017;ORY - TLS
AIR FRANCE;498,76;2;2017;ORY - TLS
AIR FRANCE;498,76;2;2017;ORY - TLS
AIR FRANCE;498,76;3;2017;ORY - TLS
AIR FRANCE;498,76;3;2017;ORY - TLS
AIR FRANCE;498,76;3;2017;ORY - TLS
AIR FRANCE;498,76;3;2017;ORY - TLS
AIR FRANCE;498,76;3;2017;ORY - TLS
AIR FRANCE;498,76;3;2017;ORY - TLS
AIR FRANCE;498,76;3;2017;ORY - TLS
AIR FRANCE;498,76;3;2017;ORY - TLS
AIR FRANCE;498,76;3;2017;ORY - TLS
AIR FRANCE;498,76;3;2017;ORY - TLS
AIR FRANCE;498,76;3;2017;ORY - TLS
